marca,modelo,año,precio,transmision,rendimiento,combustible,litros,motor,tipo_vehiculo,pasajeros,gerente_id,colores,caracteristicas,extras,enganche,plazos,fotos_3d,ficha_tecnica,entrega
Honda,Fit,2016,205999.0,Manual,15.9,Gasolina,1.5,V6 Turbocharged,Coupé,4,646e3b245ecacccc95b27c1e,"[{'nombre': 'Blanco', 'valor_hexadecimal': '#FFFFFF', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_920814-MLM41243310147_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_549791-MLM52592991760_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_339546-MLM28526051367_022023-O.jpg']}]","['Sistema de monitoreo de presión de neumáticos', 'Faros LED', 'Reproductor de CD/DVD', 'Sistema de frenado de emergencia']","[{'titulo': 'Control de Estabilidad Electrónico', 'precio': 5500.0, 'descripcion': 'Mejora la estabilidad y el control del vehículo en situaciones de emergencia'}, {'titulo': 'Sistema de Aviso de Cambio de Carril', 'precio': 6500.0, 'descripcion': 'Alerta al conductor cuando se produce un cambio de carril involuntario'}, {'titulo': 'Sistema de Navegación GPS', 'precio': 9000.0, 'descripcion': 'Proporciona indicaciones de navegación precisas y actualizadas'}]","[20, 25, 40]","{'12': 5.8, '24': 5.8999999999999995, '36': 6.0, '48': 6.2, '60': 6.3999999999999995}",['https://http2.mlstatic.com/D_NQ_NP_210359-MLM89270831443_022023-O.jpg'],https://github.com/SFMBa01029956/TC3005B.501,"[{'nombre': 'Domicilio', 'precio': 10618, 'descripcion': 'Lo llevamos a la puerta de tu casa'}, {'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}]"
Volkswagen,Vento,2018,233999.0,Automático,14.3,Gasolina,1.6,Inline-6,Coupé,4,646e3b245ecacccc95b27c1e,"[{'nombre': 'Beige', 'valor_hexadecimal': '#F5F5DC', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_997866-MLM28598758553_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_560811-MLM47122177507_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_414513-MLM54915269825_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_561913-MLM49982643752_022023-O.jpg']}, {'nombre': 'Gris Oscuro', 'valor_hexadecimal': '#696969', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_118719-MLM45577584463_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_530618-MLM27890323114_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_284480-MLM14823554927_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_405966-MLM14210045100_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_425434-MLM89866696762_022023-O.jpg']}]","['Asistente de mantenimiento de carril', 'Sistema de frenado de emergencia', 'Faros LED', 'Control de crucero', 'Aire acondicionado']","[{'titulo': 'Sistema de Sonido Premium', 'precio': 7000.0, 'descripcion': 'Ofrece una experiencia de audio envolvente de alta fidelidad'}, {'titulo': 'Espejos Laterales Eléctricos', 'precio': 2500.0, 'descripcion': 'Permite ajustar los espejos exteriores de forma electrónica'}, {'titulo': 'Control de Crucero Inteligente', 'precio': 8500.0, 'descripcion': 'Mantiene una velocidad constante y segura adaptándose al tráfico'}, {'titulo': 'Sistema de Frenos de Disco', 'precio': 5000.0, 'descripcion': 'Proporciona un frenado más eficiente y seguro'}, {'titulo': 'Sistema de Aviso de Cambio de Carril', 'precio': 6500.0, 'descripcion': 'Alerta al conductor cuando se produce un cambio de carril involuntario'}]","[15, 25]","{'12': 5.8, '24': 5.8999999999999995, '36': 6.0, '48': 6.2, '60': 6.3999999999999995}","['https://http2.mlstatic.com/D_NQ_NP_822606-MLM82969805495_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_915866-MLM35996577516_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_154453-MLM98215586388_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_529406-MLM88526363819_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_887187-MLM64824391877_022023-O.jpg']",https://github.com/SFMBa01029956/TC3005B.501,"[{'nombre': 'Domicilio', 'precio': 6881, 'descripcion': 'Lo llevamos a la puerta de tu casa'}, {'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}]"
Honda,Fit,2016,194999.0,Manual,12.8,Gasolina,1.5,Inline-5,Hatchback,6,646e3b245ecacccc95b27c1e,"[{'nombre': 'Gris Oscuro', 'valor_hexadecimal': '#696969', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_160125-MLM92323102311_022023-O.jpg']}, {'nombre': 'Blanco Perla', 'valor_hexadecimal': '#F8F8FF', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_276575-MLM45692589731_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_743014-MLM69622446661_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_900063-MLM21687596131_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_604797-MLM68236190469_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_335484-MLM41985884681_022023-O.jpg']}, {'nombre': 'Azul Oscuro', 'valor_hexadecimal': '#00008B', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_440256-MLM39387153492_022023-O.jpg']}, {'nombre': 'Negro Noche', 'valor_hexadecimal': '#2F2F2F', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_676956-MLM50879522821_022023-O.jpg']}]",['Frenos ABS'],"[{'titulo': 'Sistema de Arranque por Botón', 'precio': 4000.0, 'descripcion': 'Permite encender el motor con solo presionar un botón'}]",[10],"{'12': 5.0, '24': 5.1, '36': 5.2, '48': 5.4, '60': 5.6}",['https://http2.mlstatic.com/D_NQ_NP_223481-MLM74885524860_022023-O.jpg'],https://github.com/SFMBa01029956/TC3005B.501,"[{'nombre': 'Domicilio', 'precio': 11057, 'descripcion': 'Lo llevamos a la puerta de tu casa'}, {'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}]"
Chevrolet,Aveo,2020,194999.0,Manual,17.5,Gasolina,1.6,V8 Twin-Turbo,Hatchback,5,646e3b245ecacccc95b27c1e,"[{'nombre': 'Blanco Nieve', 'valor_hexadecimal': '#FFFAFA', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_669007-MLM49821548459_022023-O.jpg']}, {'nombre': 'Negro', 'valor_hexadecimal': '#000000', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_524941-MLM69028767967_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_795844-MLM14484989975_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_726772-MLM65261914416_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_761305-MLM33665519689_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_420818-MLM10073044855_022023-O.jpg']}, {'nombre': 'Plata', 'valor_hexadecimal': '#C0C0C0', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_537353-MLM90459165178_022023-O.jpg']}]","['Sistema de sonido premium', 'Sensor de estacionamiento', 'Pantalla táctil']","[{'titulo': 'Control de Crucero Inteligente', 'precio': 8500.0, 'descripcion': 'Mantiene una velocidad constante y segura adaptándose al tráfico'}, {'titulo': 'Sistema de Frenos de Disco', 'precio': 5000.0, 'descripcion': 'Proporciona un frenado más eficiente y seguro'}]","[10, 15, 20, 30, 40]","{'12': 4.5, '24': 4.6, '36': 4.7, '48': 4.9, '60': 5.1}","['https://http2.mlstatic.com/D_NQ_NP_221560-MLM23748345662_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_234050-MLM13140741436_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_942017-MLM93211945362_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_152271-MLM87779916601_022023-O.jpg']",https://github.com/SFMBa01029956/TC3005B.501,"[{'nombre': 'Domicilio', 'precio': 13536, 'descripcion': 'Lo llevamos a la puerta de tu casa'}, {'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}]"
Honda,Fit,2016,209999.0,Manual,12.8,Gasolina,1.5,Boxer-4,Familiar,6,646e3b245ecacccc95b27c1e,"[{'nombre': 'Gris Azulado', 'valor_hexadecimal': '#708090', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_624050-MLM53354763744_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_705497-MLM22448467165_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_251542-MLM59249049498_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_247540-MLM64053798836_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_893612-MLM64686842637_022023-O.jpg']}, {'nombre': 'Negro Azabache', 'valor_hexadecimal': '#0D0D0D', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_613968-MLM59142872147_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_880413-MLM93386909037_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_480973-MLM59495021368_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_851834-MLM39091515896_022023-O.jpg']}, {'nombre': 'Negro', 'valor_hexadecimal': '#000000', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_241537-MLM69313274298_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_665366-MLM31676619971_022023-O.jpg']}]","['Sistema de arranque remoto', 'Pantalla táctil', 'Sistema de reconocimiento de voz', 'Asientos con memoria', 'Asientos con masaje']","[{'titulo': 'Volante Forrado en Cuero', 'precio': 3000.0, 'descripcion': 'Proporciona un agarre suave y cómodo durante la conducción'}, {'titulo': 'Techo Solar Panorámico', 'precio': 8000.0, 'descripcion': 'Amplia apertura de techo para disfrutar de la vista y la luz natural'}, {'titulo': 'Tapicería de Cuero', 'precio': 6000.0, 'descripcion': 'Asientos de cuero de alta calidad para mayor elegancia y confort'}, {'titulo': 'Sistema de Aviso de Cambio de Carril', 'precio': 6500.0, 'descripcion': 'Alerta al conductor cuando se produce un cambio de carril involuntario'}]","[25, 40]","{'12': 6.0, '24': 6.1, '36': 6.2, '48': 6.4, '60': 6.6}","['https://http2.mlstatic.com/D_NQ_NP_857587-MLM99111855670_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_242488-MLM63229014902_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_455512-MLM29645716019_022023-O.jpg']",https://github.com/SFMBa01029956/TC3005B.501,"[{'nombre': 'Domicilio', 'precio': 9323, 'descripcion': 'Lo llevamos a la puerta de tu casa'}, {'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}]"
Mercedes Benz,Clase C,2016,858999.0,Automático,9.0,Gasolina,4,Inline-3,Deportivo,3,646e3b245ecacccc95b27c1e,"[{'nombre': 'Azul Oscuro', 'valor_hexadecimal': '#00008B', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_651108-MLM62212975886_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_474243-MLM11294749467_022023-O.jpg']}, {'nombre': 'Azul Oscuro', 'valor_hexadecimal': '#00008B', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_707377-MLM55442757089_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_338608-MLM24961692877_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_614188-MLM67673721891_022023-O.jpg']}]","['Sistema de navegación', 'Frenos ABS', 'Espejos eléctricos', 'Asientos con calefacción', 'Encendido sin llave']","[{'titulo': 'Espejos Retrovisores Plegables Eléctricamente', 'precio': 4000.0, 'descripcion': 'Permite plegar los espejos retrovisores de forma eléctrica para facilitar el estacionamiento'}, {'titulo': 'Espejos Retrovisores con Calefacción', 'precio': 3500.0, 'descripcion': 'Descongela y evita la formación de hielo en los espejos retrovisores'}, {'titulo': 'Luces Delanteras LED', 'precio': 6000.0, 'descripcion': 'Ofrece una iluminación más brillante y nítida con menor consumo de energía'}, {'titulo': 'Sistema de Navegación GPS', 'precio': 9000.0, 'descripcion': 'Proporciona indicaciones de navegación precisas y actualizadas'}]","[15, 20, 35]","{'12': 4.2, '24': 4.3, '36': 4.4, '48': 4.6000000000000005, '60': 4.8}","['https://http2.mlstatic.com/D_NQ_NP_739986-MLM16268021345_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_633066-MLM63726046699_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_340477-MLM97282601611_022023-O.jpg']",https://github.com/SFMBa01029956/TC3005B.501,"[{'nombre': 'Domicilio', 'precio': 11658, 'descripcion': 'Lo llevamos a la puerta de tu casa'}, {'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}]"
Kia,Sorento,2016,380999.0,Automático,9.8,Gasolina,3.3,Inline-3,SUV,5,646e3b245ecacccc95b27c1e,"[{'nombre': 'Gris Claro', 'valor_hexadecimal': '#D3D3D3', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_737288-MLM52971893150_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_720188-MLM84313592148_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_997054-MLM93484343734_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_129342-MLM41294803156_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_580288-MLM20926951825_022023-O.jpg']}, {'nombre': 'Azul Oscuro', 'valor_hexadecimal': '#00008B', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_862218-MLM67362710003_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_556091-MLM57923265613_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_293680-MLM99934545286_022023-O.jpg']}]","['Asientos con masaje', 'Aire acondicionado', 'Reproductor de CD/DVD', 'Techo solar']","[{'titulo': 'Sistema de Navegación GPS', 'precio': 9000.0, 'descripcion': 'Proporciona indicaciones de navegación precisas y actualizadas'}, {'titulo': 'Sistema de Sonido Premium', 'precio': 7000.0, 'descripcion': 'Ofrece una experiencia de audio envolvente de alta fidelidad'}, {'titulo': 'Sistema de Asistencia de Mantenimiento de Carril', 'precio': 7500.0, 'descripcion': 'Ayuda a mantener el vehículo en el centro del carril de manera automática'}]","[15, 20, 25, 30]","{'12': 4.7, '24': 4.8, '36': 4.9, '48': 5.1000000000000005, '60': 5.3}","['https://http2.mlstatic.com/D_NQ_NP_660810-MLM98936756594_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_447349-MLM45739759512_022023-O.jpg']",https://github.com/SFMBa01029956/TC3005B.501,"[{'nombre': 'Domicilio', 'precio': 6935, 'descripcion': 'Lo llevamos a la puerta de tu casa'}, {'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}]"
Volkswagen,Jetta A6,2016,239999.0,Automático,11.8,Gasolina,2.5,Inline-4,Hatchback,5,646e3b245ecacccc95b27c1e,"[{'nombre': 'Beige', 'valor_hexadecimal': '#F5F5DC', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_427866-MLM68537563169_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_468945-MLM50244621390_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_923889-MLM34629605631_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_214775-MLM28264986624_022023-O.jpg']}]","['Techo solar', 'Faros LED', 'Frenos ABS', 'Asientos con masaje']","[{'titulo': 'Control de Estabilidad Electrónico', 'precio': 5500.0, 'descripcion': 'Mejora la estabilidad y el control del vehículo en situaciones de emergencia'}]","[10, 15, 25, 30, 35]","{'12': 5.1, '24': 5.199999999999999, '36': 5.3, '48': 5.5, '60': 5.699999999999999}","['https://http2.mlstatic.com/D_NQ_NP_486954-MLM96574545081_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_608006-MLM38539396177_022023-O.jpg']",https://github.com/SFMBa01029956/TC3005B.501,"[{'nombre': 'Domicilio', 'precio': 9178, 'descripcion': 'Lo llevamos a la puerta de tu casa'}, {'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}]"
Bmw,Serie 2,2015,463999.0,Automático,10.6,Gasolina,3,Inline-5,SUV,4,646e3b245ecacccc95b27c1e,"[{'nombre': 'Plata', 'valor_hexadecimal': '#C0C0C0', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_882148-MLM25350087543_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_486609-MLM68871314659_022023-O.jpg']}, {'nombre': 'Blanco Perla', 'valor_hexadecimal': '#F8F8FF', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_133028-MLM21777363470_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_240055-MLM35367993201_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_964695-MLM95059031000_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_817099-MLM74588607430_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_516989-MLM21981985320_022023-O.jpg']}, {'nombre': 'Negro', 'valor_hexadecimal': '#000000', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_958697-MLM87936789156_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_557255-MLM13392573717_022023-O.jpg']}, {'nombre': 'Gris Oscuro', 'valor_hexadecimal': '#696969', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_611862-MLM88486427257_022023-O.jpg']}]","['Faros LED', 'Sistema de navegación']","[{'titulo': 'Sistema de Frenado de Emergencia', 'precio': 7500.0, 'descripcion': 'Aplica frenos de forma automática para evitar colisiones o reducir su impacto'}, {'titulo': 'Climatizador Automático', 'precio': 4500.0, 'descripcion': 'Regula automáticamente la temperatura y el flujo de aire en el vehículo'}]","[10, 15, 20, 30]","{'12': 4.6, '24': 4.699999999999999, '36': 4.8, '48': 5.0, '60': 5.199999999999999}","['https://http2.mlstatic.com/D_NQ_NP_282628-MLM50144560440_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_579955-MLM74094101946_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_998404-MLM29561871151_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_345050-MLM36024854166_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_520039-MLM78247766369_022023-O.jpg']",https://github.com/SFMBa01029956/TC3005B.501,"[{'nombre': 'Domicilio', 'precio': 4872, 'descripcion': 'Lo llevamos a la puerta de tu casa'}, {'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}]"
Ford,Eco Sport,2018,283999.0,Manual,14.9,Gasolina,1.5,V8,Sedán,4,646e3b245ecacccc95b27c1e,"[{'nombre': 'Negro Noche', 'valor_hexadecimal': '#2F2F2F', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_303230-MLM72319933032_022023-O.jpg']}, {'nombre': 'Marrón Oscuro', 'valor_hexadecimal': '#8B4513', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_839412-MLM65016136589_022023-O.jpg']}, {'nombre': 'Azul Oscuro', 'valor_hexadecimal': '#00008B', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_530125-MLM43870199707_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_379841-MLM61813789718_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_408431-MLM32777415128_022023-O.jpg']}, {'nombre': 'Beige', 'valor_hexadecimal': '#F5F5DC', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_336078-MLM47053167988_022023-O.jpg']}]","['Sistema de asistencia de estacionamiento', 'Sistema de arranque remoto', 'Faros LED']","[{'titulo': 'Control de Estabilidad Electrónico', 'precio': 5500.0, 'descripcion': 'Mejora la estabilidad y el control del vehículo en situaciones de emergencia'}]",[30],"{'12': 5.0, '24': 5.1, '36': 5.2, '48': 5.4, '60': 5.6}","['https://http2.mlstatic.com/D_NQ_NP_175695-MLM37193665898_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_390828-MLM82894967996_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_824466-MLM38829875426_022023-O.jpg']",https://github.com/SFMBa01029956/TC3005B.501,"[{'nombre': 'Domicilio', 'precio': 4482, 'descripcion': 'Lo llevamos a la puerta de tu casa'}, {'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}]"
Seat,Toledo,2018,260999.0,Manual,19.2,Gasolina,1,V10,SUV,4,646e3b245ecacccc95b27c1e,"[{'nombre': 'Gris Medio', 'valor_hexadecimal': '#808080', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_146020-MLM77088123857_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_218104-MLM12369774537_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_852729-MLM88064761278_022023-O.jpg']}, {'nombre': 'Blanco', 'valor_hexadecimal': '#FFFFFF', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_975164-MLM39017870082_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_624724-MLM48762645315_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_459664-MLM23754413616_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_261393-MLM90364634762_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_867211-MLM66615757356_022023-O.jpg']}]","['Asientos con memoria', 'Luces automáticas', 'Sistema de frenado de emergencia', 'Reproductor de CD/DVD', 'Control de crucero']","[{'titulo': 'Alerta de Cambio de Carril', 'precio': 6000.0, 'descripcion': 'Advierte al conductor cuando se desvía involuntariamente de su carril'}, {'titulo': 'Sistema de Asistencia de Mantenimiento de Carril', 'precio': 7500.0, 'descripcion': 'Ayuda a mantener el vehículo en el centro del carril de manera automática'}, {'titulo': 'Espejos Retrovisores Plegables Eléctricamente', 'precio': 4000.0, 'descripcion': 'Permite plegar los espejos retrovisores de forma eléctrica para facilitar el estacionamiento'}]",[30],"{'12': 5.8, '24': 5.8999999999999995, '36': 6.0, '48': 6.2, '60': 6.3999999999999995}","['https://http2.mlstatic.com/D_NQ_NP_131242-MLM63186629686_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_951311-MLM58017548157_022023-O.jpg']",https://github.com/SFMBa01029956/TC3005B.501,"[{'nombre': 'Domicilio', 'precio': 7978, 'descripcion': 'Lo llevamos a la puerta de tu casa'}, {'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}]"
Suzuki,Swift,2019,285999.0,Automático,20.4,Gasolina,1.2,Inline-5,Hatchback,5,646e3b245ecacccc95b27c1e,"[{'nombre': 'Negro Azabache', 'valor_hexadecimal': '#0D0D0D', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_992200-MLM44700144846_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_541452-MLM73133599062_022023-O.jpg']}, {'nombre': 'Beige', 'valor_hexadecimal': '#F5F5DC', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_183679-MLM92751472954_022023-O.jpg']}, {'nombre': 'Blanco Nieve', 'valor_hexadecimal': '#FFFAFA', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_628310-MLM94060608042_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_772746-MLM30543919083_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_993990-MLM38161239587_022023-O.jpg']}]",['Asientos con memoria'],"[{'titulo': 'Sistema de Navegación GPS', 'precio': 9000.0, 'descripcion': 'Proporciona indicaciones de navegación precisas y actualizadas'}, {'titulo': 'Sistema de Sonido Premium', 'precio': 7000.0, 'descripcion': 'Ofrece una experiencia de audio envolvente de alta fidelidad'}]","[10, 15, 20, 30, 35]","{'12': 5.2, '24': 5.3, '36': 5.4, '48': 5.6000000000000005, '60': 5.8}","['https://http2.mlstatic.com/D_NQ_NP_674102-MLM44758380665_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_413297-MLM81431491335_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_944095-MLM47348887910_022023-O.jpg']",https://github.com/SFMBa01029956/TC3005B.501,"[{'nombre': 'Domicilio', 'precio': 3008, 'descripcion': 'Lo llevamos a la puerta de tu casa'}, {'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}]"
Chevrolet,Spark,2017,186999.0,Manual,18.9,Gasolina,1.4,Inline-5,Familiar,5,646e3b245ecacccc95b27c1e,"[{'nombre': 'Negro Noche', 'valor_hexadecimal': '#2F2F2F', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_123402-MLM86956892144_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_149022-MLM47157473575_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_728884-MLM84840450092_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_632434-MLM42686063042_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_713465-MLM76025628283_022023-O.jpg']}]","['Sistema de arranque remoto', 'Aire acondicionado', 'Espejos eléctricos', 'Asientos con masaje']","[{'titulo': 'Sistema de Frenado de Emergencia con Detección de Peatones', 'precio': 10000.0, 'descripcion': 'Frena automáticamente si detecta peatones en la trayectoria del vehículo'}, {'titulo': 'Techo Solar Panorámico', 'precio': 8000.0, 'descripcion': 'Amplia apertura de techo para disfrutar de la vista y la luz natural'}, {'titulo': 'Asientos con Memoria', 'precio': 5500.0, 'descripcion': 'Permite guardar y recuperar configuraciones personalizadas de asientos'}, {'titulo': 'Sistema de Aviso de Cambio de Carril', 'precio': 6500.0, 'descripcion': 'Alerta al conductor cuando se produce un cambio de carril involuntario'}, {'titulo': 'Asientos Calefaccionados', 'precio': 5000.0, 'descripcion': 'Proporciona calor en los asientos para mayor confort en climas fríos'}]","[20, 35, 40]","{'12': 5.4, '24': 5.5, '36': 5.6000000000000005, '48': 5.800000000000001, '60': 6.0}","['https://http2.mlstatic.com/D_NQ_NP_913873-MLM11124367446_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_267707-MLM88592542281_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_612947-MLM38975915016_022023-O.jpg']",https://github.com/SFMBa01029956/TC3005B.501,"[{'nombre': 'Domicilio', 'precio': 13233, 'descripcion': 'Lo llevamos a la puerta de tu casa'}, {'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}]"
